179,110153.44
180,113501.57
181,114867.02
182,116122.65
183,115426.69
184,111448.35
185,112898.32
186,112418.1
187,113480.36
188,116906.15
189,113784.1
190,112720.84
191,109578.69
192,108683.3
193,108048.22
194,108477.08
195,109134.21
196,108709.76
197,107592.14
198,106646.43
199,101949.03
200,102969.7
201,93362.44
202,103049.51
203,105430.73
204,110275.96
205,118505.86
206,123814.73
207,124462.28
208,126498.29
209,126515.32
210,124845.34
211,122748.54
212,115164.73
213,119818.37
214,118090.03
215,122369.47
216,123131.5
217,118387.79
218,115124.17
219,108218.38
220,112604.11
221,111365.08
222,111429.51
223,114149.46
224,111660.78
225,109053.19
226,106093.61
227,110389.65
228,107576.57
229,106934.18
230,110764.21
231,107670.45
232,106548.42
233,100147.22
234,109838.47
235,116943.45
236,120746.33
237,126009.15
238,130524.16
239,129734.31
240,128622.53
241,123977.44
242,126523.14
243,135808.8
244,121936.04
245,119577.8
246,115823.17
247,115628.67
248,116940.9
249,118369.23
250,116481.07
251,120172.31
252,119400.69
253,113974.04
254,109984.83
255,109945.6
256,106007.76
257,112051.19
258,113027.17
259,114833.35
260,109031.75
261,105409.65
262,112522.48
263,110937.85
264,114557.01
265,120243.35
266,126822.31
267,127741.73
268,130975.87
269,131849.58
270,130668.36
271,131004.48
272,127013.48
273,123874.79
274,121900.95
275,123164.2
276,125557.7
277,125892.24
278,124095.49
279,124842.11
280,122204.57
281,118412.2
282,116645.06
283,119034.19
284,116652.7
285,116400.8
286,115751.29
287,114166.67
288,102042.45
289,108931.01
290,88437.85
291,115208.89
292,111490.46
293,111255.99
294,115222.69
295,115817.8
296,117368.28
297,129819.89
298,133839.68
299,122918.67
300,137376.18
301,139178.92
302,129890.43
303,133699.12
304,130604.23
305,106303.06
306,140295.5
307,136519.25
308,134051.24
309,134420.24
310,140696.89
311,129628.77
312,131344.77
313,138355.39
314,148014.64
315,148732.04
316,141460.83
317,119908.27
318,131107.89
319,146649.67
320,146950.74
321,150766.33
322,148724.04
323,145830.54
324,147106.69
325,148134.27
326,157518.95
327,144530.07
328,143545.72
329,139205.93
330,142550.36
331,146240.43
332,152039.87
333,152722.91
334,149775.89
335,151793.87
336,146253.55
337,140683.45
338,154134.44
339,153253.41
340,159658.73
341,168852.38
342,175605.36
343,176249.71
344,173825.61
345,170752.17
346,171595.28
347,169557.74
348,168596.66
349,173452.16
350,175956.69
351,173713.4
352,173279.65
353,177479.32
354,187911.7
355,191065.81
356,180856.16
357,169294.22
358,169243.8
359,205667.3
360,154342.1
361,158334.61
362,161138.62
363,169301.16
364,169598.71
365,167571.71
366,168606.24
367,170760.92
368,171806.08
369,175511.7
370,174456.31
371,177568.83
372,179244.9
373,196072.3
374,191361.76
375,189467.01
376,193049.69
377,199230.17
378,193722.05
379,187407.74
380,190980.73
381,188059.12
382,192973.02
383,206352.18
384,195616.81
385,188923.22
386,178345.54
387,180128.26
388,184014.27
389,186977.9
390,196452.71
391,195807.22
392,186151.56
393,182046.95
394,185268.35
395,185834.08
396,196018.91
397,193349.74
398,180046.88
399,164053.32
400,167808.65
401,174458.42
402,177826.91
403,182571.04
404,210153.16
405,213408.09
406,202894.92
407,198611.65
408,193430.03
409,203361.14
410,200631.06
411,212520.3
412,216361.79
413,209265.84
414,206058.16
415,203983.89
416,206869.62
417,204964.32
418,204792.18
419,204116.79
420,203154.3
421,193809.25
422,196094.46
423,200900.63
424,201824.27
425,209002.21
426,219360.58
427,201881.36
428,198093.02
429,192603.96
430,185003.89
431,186529.66
432,198682.9
433,209234.08
434,231047.84
435,219707.25
436,216470.93
437,225307.5
438,230508.68
439,233729.62
440,240013.94
441,227681.35
442,222824.21
443,221347.39
444,221671.2
445,242286.14
446,225245.22
447,217375.26
448,212856.12
449,205367.73
450,199806.43
451,202023.17
452,198891.05
453,203033.58
454,194105.78
455,184427.62
456,186441.76
457,198877.98
458,194682.38
459,199955.92
460,228374.94
461,243332.43
462,232020.48
463,231339.3
464,238585.63
465,248850.36
466,245211.55
467,241814.47
468,243238.57
469,229290.34
470,227714.51
471,233165.01
472,233916.76
473,228883.28
474,227863.44
475,234359.86
476,212787.14
477,209809.53
478,227505.0
479,226350.1
480,224362.99
481,228885.72
482,232453.82
483,238628.35
484,228906.59
485,241708.46
486,245426.99
487,251653.9
488,254588.55
489,253960.91
490,244509.92
491,243050.52
492,257142.23
493,261495.45
494,270400.53
495,277628.74
496,289280.95
497,282162.75
498,273055.87
499,281726.6
500,291078.7
501,275042.33
502,278284.03
503,286463.6
504,276223.57
505,263526.05
506,265321.67
507,264917.83
508,265220.79
509,276521.97
510,282387.53
511,265300.63
512,251434.2
513,252546.49
514,252318.96
515,254158.83
516,256779.4
517,261234.53
518,248971.19
519,238373.62
520,240421.13
521,241383.3
522,256268.4
523,274465.42
524,276420.24
525,275955.78
526,279024.98
527,275511.67
528,285658.21
529,284619.6
530,295120.35
531,287263.41
532,276871.57
533,277291.11
534,288539.98
535,289229.95
536,286864.4
537,293457.18
538,278696.91
539,258931.91
540,258521.17
541,263879.01
542,263123.9
543,270386.17
544,274912.19
545,262481.25
546,246621.55
547,248331.12
548,253298.09
549,254067.53
550,256163.24
551,252708.79
552,283547.22
553,270547.29
554,296895.52
555,291660.03
556,302365.97
557,310552.83
558,309254.23
559,283189.74
560,292212.11
561,292416.37
562,288708.64
563,299545.22
564,298185.42
565,278318.31
566,272860.24
567,273415.9
568,283935.23
569,291325.07
570,297656.55
571,276442.15
572,289354.95
573,268625.88
574,272340.08
575,275110.75
576,276840.47
577,271127.16
578,262238.81
579,258245.79
580,268681.05
581,254047.5
582,306687.59
583,292878.82
584,313512.59
585,311954.47
586,307265.82
587,313121.87
588,310617.55
589,315838.96
590,314057.14
591,317662.39
592,310384.36
593,291891.19
594,301848.53
595,298609.17
596,299448.75
597,298535.84
598,306185.26
599,305517.58
600,278772.33
601,287473.89
602,281143.23
603,280173.59
604,287187.25
605,284644.53
606,270733.43
607,261215.67
608,265756.0
609,269955.19
610,301381.21
611,283701.23
612,311516.92
613,295503.65
614,302683.9
615,313789.23
616,319610.39
617,316311.13
618,310945.3
619,309804.43
620,299769.83
621,295623.09
622,305667.86
623,305366.98
624,305854.91
625,309556.92
626,314414.95
627,286897.55
628,304419.87
629,293642.3
630,288996.42
631,289036.56
632,295171.13
633,279735.6
634,284639.64
635,286329.45
636,277789.67
637,249592.88
638,281722.45
639,268324.52
640,268581.67
641,266947.77
642,305180.15
643,311900.55
644,324416.62
645,327153.09
646,329179.27
647,323695.8
648,317652.18
649,324774.18
650,318123.75
651,320203.85
652,317469.92
653,318213.54
654,312346.26
655,309059.79
656,309924.6
657,310935.69
658,311359.11
659,316184.76
660,314615.44
661,304019.04
662,297045.54
663,296288.21
664,318730.1
665,339460.71
666,310734.2
667,318120.22
668,311586.92
669,326960.59
670,309300.95
671,304199.92
672,308930.85
673,345213.31
674,347694.21
675,366845.79
676,363075.47
677,377305.57
678,380676.89
679,386753.83
680,387193.82
681,395152.83
682,388314.92
683,373531.52
684,371978.82
685,379285.74
686,413444.26
687,410707.84
688,410165.13
689,401870.88
690,385703.21
691,393858.24
692,400698.73
693,406693.15
694,413452.07
695,424224.51
696,433215.73
697,393092.88
698,404414.51
699,390629.86
700,413207.19
701,420076.48
702,432450.73
703,479660.17
704,475042.89
705,483333.59
706,504678.68
707,498106.57
708,508097.78
709,504480.44
710,493082.2
711,515746.11
712,482300.89
713,475499.42
714,483714.77
715,493401.9
716,507646.06
717,553977.82
718,491783.68
719,476965.84
720,491814.97
721,479957.62
722,489933.09
723,505543.04
724,494973.21
725,516676.13
726,469586.77
727,465191.07
728,464309.19
729,475883.17
730,503344.56
731,482122.37
732,453554.77
733,437558.21
734,423613.12
735,538992.11
736,575149.25
737,615150.51
738,586720.81
739,568460.94
740,615313.82
741,574241.24
742,568862.26
743,589880.14
744,612427.07
745,592523.36
746,582826.05
747,431613.1
748,566653.85
749,554360.3
750,564022.36
751,578154.05
752,569455.14
753,567434.61
754,510292.99
755,509093.74
756,504745.21
757,504141.73
758,493231.68
759,475981.97
760,495361.15
761,494759.62
762,498364.08
763,498364.08
